category,dislikes,image_url,likes,page_number,scraped_at,tags,timestamp,title,url,views
Cəmiyyət,29,https://images.oxu.az/2025/11/27/aazxsHEEAHfM5Ffg1Sz5elf1BO9udKjHJnYXjOFF:600.jpg,33,12,2025-11-28T10:03:39.754099,,2025-11-27 16:06:00,Sumqayıt Dəmiryol Vağzalına gedən sərnişinlərə ŞAD XƏBƏR,https://oxu.az/cemiyyet/sumqayit-demiryol-vagzalina-geden-sernisinlere-sad-xeber,2295
Cəmiyyət,49,https://images.oxu.az/2025/11/27/xNpZFS6sNcafciVukv2woToKVGPOiWOmo2Qe57U1:600.jpg,11,12,2025-11-28T10:03:39.758108,,2025-11-27 16:05:00,"TƏBİB tabeli müəssisələrdə on ayda 77,5 milyona yaxın xidmət icra olunub",https://oxu.az/cemiyyet/tebib-tabeli-muessiselerde-on-ayda-77-5-milyona-yaxin-xidmet-icra-olunub,402
İdman,11,https://images.oxu.az/2025/11/27/2vkIcxRMlIoWvYsVGM6g1p2xLv6xLV8ZzIjvVDyN:600.jpg,46,12,2025-11-28T10:03:39.758108,,2025-11-27 16:02:00,"""Fənərbağça"" - ""Qalatasaray"" derbisinin hakimi AÇIQLANDI",https://oxu.az/idman/fenerbagca-qalatasaray-derbisinin-hakimi-aciqlandi,2062
Cəmiyyət,120,https://images.oxu.az/2025/11/27/Ok5T1KMKaVdqDm6CocJqbJl2DeUtdG9nqOBmfKlM:600.jpg,8,12,2025-11-28T10:03:39.758108,,2025-11-27 15:54:00,İrandan gələn portağallar RƏNGLƏNİR? - AQTA-dan AÇIQLAMA,https://oxu.az/cemiyyet/irandan-gelen-portagallar-renglenir-aqta-dan-aciqlama,2058
Siyasət,7,https://images.oxu.az/2025/11/27/Yld03bblGdoVlbK9lzJJRfdJMF1czY0tilZFZwRm:600.jpg,73,12,2025-11-28T10:03:39.758108,,2025-11-27 15:49:00,"Dauletxan Jiyenkulov: ""Qazaxıstanda kiril əlifbasından latına keçidlə bağlı işlər gedir""",https://oxu.az/siyaset/dauletxan-jiyenkulov-qazaxistanda-kiril-elifbasindan-latina-kecidle-bagli-isler-gedir,217
Şou-biznes,47,https://images.oxu.az/2025/11/27/GT1iQ7OxVB4L2ldFIIZs5tG0qsVpdtvwr2MzRu2K:600.jpg,18,12,2025-11-28T10:03:39.758108,,2025-11-27 15:46:00,Reper Makan Rusiya Milli Qvardiyasının elit xüsusi təyinatlı qüvvələrində xidmət edəcək,https://oxu.az/shou-biznes/reper-makan-rusiya-milli-qvardiyasinin-elit-xususi-teyinatli-quvvelerinde-xidmet-edecek,724
Cəmiyyət,59,https://images.oxu.az/2025/11/27/gnpMvxGCs4yhpoGd1u2AIyH6J0N4b8eKlD2Th5DT:600.jpg,4,12,2025-11-28T10:03:39.758108,Foto,2025-11-27 15:45:00,"4,8 milyon vətəndaş icbari tibbi sığortadan yararlanıb: Gəncədə təlim",https://oxu.az/cemiyyet/4-8-milyon-vetendas-icbari-tibbi-sigortadan-yararlanib-gencede-telim,194
Cəmiyyət,18,https://images.oxu.az/2025/11/27/HgAFXgXIPlxAKcdJA1tL7ysSHyHNCor70I82spPu:600.jpg,68,12,2025-11-28T10:03:39.758108,,2025-11-27 15:42:00,Tibbi fəaliyyətlə bağlı sertifikasiya imtahanında iştirak haqqı BİLİNDİ,https://oxu.az/cemiyyet/tibb-fealiyyetle-bagli-sertifikasiya-imtahaninda-istirak-haqqi-bilindi,8857
Dünya,7,https://images.oxu.az/2025/11/27/Chl2kMnExfJYFOMBNwQNF7grteLxeqefARFgjXa1:600.jpg,46,12,2025-11-28T10:03:39.758108,,2025-11-27 15:38:00,Venesuela Türk Hava Yolları da daxil olmaqla altı aviaşirkətin ölkəyə uçuşunu dayandırıb,https://oxu.az/dunya/venesuela-turk-hava-yollari-da-daxil-olmaqla-alti-aviasirketin-olkeye-ucusunu-dayandirib,381
Siyasət,6,https://images.oxu.az/2025/11/27/4STtsZATGYHbSBj9N4U4un2h8yzzBl7ttZibLXG8:600.jpg,44,12,2025-11-28T10:03:39.758108,,2025-11-27 15:36:00,"Alptekin Cihangir İşbilir: ""Türk dünyasında yeni intibah dövrü yaşanır""",https://oxu.az/siyaset/alptekin-cihangir-isbilir-turk-dunyasinda-yeni-intibah-dovru-yasanir,94
Dünya,3,https://images.oxu.az/2025/11/27/SyDi4yT4qHeUgApvNb4XVbi00z4eA9evkqPzefAH:600.webp,105,12,2025-11-28T10:03:39.758108,,2025-11-27 15:34:00,"Nikol Paşinyan: ""Bütün ermənilərin katolikosu Eçmiədzini tərk etməlidir""",https://oxu.az/dunya/nikol-pasinyan-butun-ermenilerin-katolikosu-ecmiedzini-terk-etmelidir,675
Dünya,17,https://images.oxu.az/2025/11/27/Eom6LfwN21zeECu5UxR7ePca90zncpQsWuPcLtD2:600.jpg,84,12,2025-11-28T10:03:39.758108,,2025-11-27 15:30:00,Rusiyada müflis olan vətəndaşların sayı xeyli artıb,https://oxu.az/dunya/rusiyada-muflis-olan-vetendaslarin-sayi-xeyli-artib,632
İdman,160,https://images.oxu.az/2025/11/27/u4dgOYVm3XWC3MlVuX4V0B4JhZrQVhPn1II7pnDo:600.jpg,37,12,2025-11-28T10:03:39.758108,,2025-11-27 15:29:00,Mikayıl Cabbarov yenidən Azərbaycan Güləş Federasiyasının prezidenti seçildi,https://oxu.az/idman/mikayil-cabbarov-yeniden-azerbaycan-gules-federasiyasinin-prezidenti-secildi,292
İKT,7,https://images.oxu.az/2025/11/27/6lgJiKEmY4cHWdLWJx2jxgRnb7dn0YNkbV7DlO3d:600.jpg,25,12,2025-11-28T10:03:39.758108,,2025-11-27 15:27:00,TDT-də sosial şəbəkələrin nümayəndəliyinin yaradılması təklif olunur,https://oxu.az/ikt/tdt-de-sosial-sebekelerin-numayendeliyinin-yaradilmasi-teklif-olunur,103
İdman,16,https://images.oxu.az/2025/11/27/PnCrbozpXXZ3tOBp6XHJ85MclJM7iBPmIFjpcIFS:600.jpg,80,12,2025-11-28T10:03:39.758108,,2025-11-27 15:22:00,"Qurban Qurbanovun qardaşı: ""Musada uşaqlıqdan böyük istedad olmayıb""",https://oxu.az/idman/qurban-qurbanovun-qardasi-musada-usaqliqdan-boyuk-istedad-olmayib,3706
Cəmiyyət,11,https://images.oxu.az/2025/11/27/NWxdzODIdeD8x4i22vk76FmQOBZJOyyeDRUnhVne:600.jpg,57,12,2025-11-28T10:03:39.758108,,2025-11-27 15:20:00,"""ARB 24"" telekanalı yeddi yaşında!",https://oxu.az/cemiyyet/arb-24-telekanali-yeddi-yasinda,168
Cəmiyyət,33,https://images.oxu.az/2025/11/27/FNapkhr4mIqzdwp8TmznmjaYRRvHmKAEyeOnvEa7:600.jpg,5,12,2025-11-28T10:03:39.758108,,2025-11-27 15:18:00,Musiqi müəllimlərinin attestasiyasının vaxtı AÇIQLANDI,https://oxu.az/cemiyyet/musiqi-muellimlerinin-attestasiyasinin-vaxti-aciqlandi,953
Dünya,8,https://images.oxu.az/2025/11/27/k3cIJ88IUkd2Ar0owoAMF3YOWMLWuRJzWHYQ5cDw:600.jpg,70,12,2025-11-28T10:03:39.758108,,2025-11-27 15:16:00,"Nikol Paşinyan: ""Ermənilər və azərbaycanlılar arasında dialoq ritorikanı dəyişdirməyə yönəlib""",https://oxu.az/dunya/nikol-pasinyan-ermeniler-ve-azerbaycanlilar-arasinda-dialoq-ritorikani-deyisdirmeye-yonelib,409
Digər,26,https://images.oxu.az/2025/11/27/ihKtxulNXs46nDNpSrLU8EyLP0600YTgL05ZV50E:600.png,19,12,2025-11-28T10:03:39.758108,,2025-11-27 15:12:00,"""Trendyol"" ilin ""Əfsanə günlər""ini elan edir",https://oxu.az/digar/trendyol-ilin-efsane-gunler-ini-elan-edir,552
İdman,15,https://images.oxu.az/2025/11/27/3Zot2ulGhuyPbrtM8C4dOnfynxfqETiHYq1T89Kq:600.jpg,28,12,2025-11-28T10:03:39.758108,Foto,2025-11-27 15:10:00,"Nazir: ""Güləş sahəsi növbəti illərdə də yüksək nəticələri ilə xalqımızı qürurlandırmağa davam edəcək""",https://oxu.az/idman/nazir-gules-sahesi-novbeti-illerde-de-yuksek-neticeleri-ile-xalqimizi-qururlandirmaga-davam-edecek,241
Cəmiyyət,17,https://images.oxu.az/2025/11/27/DD4naiPenm6ahcPvGAjKq0JGektiZ6rzwI1x35N8:600.webp,37,12,2025-11-28T10:03:39.758108,"Foto, Video",2025-11-27 15:06:00,"Gürcüstan gömrüyündə saxlanılan sürücü: ""Mütəmadi olaraq belə problemlərlə qarşılaşırıq""",https://oxu.az/cemiyyet/gurcustan-gomruyunde-saxlanilan-surucu-mutemadi-olaraq-bele-problemlerle-qarsilasiriq,471
Dünya,12,https://images.oxu.az/2025/11/27/c4aXNrfTxtgZkXZty7enzvIcmTKvQQmrHKPaLJg3:600.webp,169,12,2025-11-28T10:03:39.758108,,2025-11-27 15:04:00,"Paşinyan: ""Qarşıdan gələn seçkilərdə baş nazir vəzifəsinə namizəd olacağam""",https://oxu.az/dunya/pasinyan-qarsidan-gelen-seckilerde-bas-nazir-vezifesine-namized-olacagam,635
Siyasət,29,https://images.oxu.az/2025/11/27/9f2r1IFOU9SKnaApZ18hdHLOgSLsAvy26mzYwWwL:600.jpg,24,12,2025-11-28T10:03:39.758108,,2025-11-27 15:03:00,"Natiq Məmmədli: ""Biz süni intellekti rəqib kimi götürürüksə, bu, məğlubiyyətdir""",https://oxu.az/siyaset/natiq-memmedli-biz-suni-intellekti-reqib-kimi-gotururukse-bu-meglubiyyetdir,289
Dünya,11,https://images.oxu.az/2025/11/27/kPE87c57Gwm81JNn1ZMihysFFoAWkc6epJ10XinK:600.jpg,229,12,2025-11-28T10:03:39.758108,,2025-11-27 14:58:00,"Moldova ""Rus evi""ni bağladı",https://oxu.az/dunya/moldova-rus-evi-ni-bagladi,455
